Sale_ID,Date_Sold,Address,City,State,ZIP_Code,Bedrooms,Bathrooms,Square_Feet,Lot_Size_acres,Year_Built,Sale_Price,Listing_Price,Agent_Name,Agency
HS100151,2021-09-08,"2868 Darrell Springs Suite 596, Port Ashley, MA 89319",North Michael,RI,17576,1,1,705,1.98,1976,921448,460281,Ms. Susan Vega,"Jackson, Sherman and Fritz"
HS100152,2022-04-18,"539 Sims Parkways Suite 168, Hortonside, ND 94060",North Carmen,AL,40503,1,2,2043,1.02,2003,444825,595926,Joseph Holland,Hall LLC
HS100153,2022-07-05,"5625 Johnson Island, Danielfurt, AK 18547",Sherrymouth,DC,49213,1,3,3317,0.33,1999,116253,837505,Allison King,Bowman Group
HS100154,2022-04-05,"665 Silva Loop, Port Danielfort, ND 33656",New Amanda,UT,12577,3,3,2281,1.48,1984,528697,489727,Kelly Bennett,"King, Buckley and Mccall"
HS100155,2024-07-29,"9727 Bell Burgs, Port Carla, WI 84950",Hamiltonshire,NY,74559,1,2,601,0.71,1974,665416,789667,Brian Lewis,Short-Blackwell
HS100156,2025-05-08,"6615 Brittney Garden, Hughesstad, UT 42689",Hooperfurt,IA,96743,4,3,3236,1.99,1977,995645,568490,Melissa Martinez,Williams PLC
HS100157,2023-10-20,"PSC 5636, Box 2564, APO AP 50874",Riveraport,NC,66287,5,2,3291,1.96,1964,211081,806357,Danielle Stevens,"Walker, Hood and Pace"
HS100158,2022-02-07,"077 Blackburn Summit, Roseton, MT 04170",Ramosville,MA,72722,1,3,2737,1.35,1953,964013,603608,William Lewis,Shaw PLC
HS100159,2021-05-09,"8196 Ryan Green, North Aaronbury, AK 54728",Scottville,IL,21533,3,1,4016,0.35,1976,685254,513092,Robert Estrada,Gonzales Group
HS100160,2021-07-25,"16490 Montoya Summit Apt. 622, New Daniel, IA 71377",Kimberlytown,HI,32193,3,3,949,1.41,1975,187854,84924,Mark Coleman,Hamilton and Sons
HS100161,2023-08-17,"127 Justin Mountain, South Danaton, KY 34102",Santiagohaven,NE,25722,1,1,4130,0.28,1968,673640,262792,Kelly Wolfe,Manning-Barker
HS100162,2022-07-04,"09413 Dawn Mall Apt. 968, Marcusview, CA 05664",Lake Matthew,OK,40139,5,3,1886,0.16,1966,469149,483950,Holly Green,Carlson Inc
HS100163,2025-07-07,"47663 Elizabeth Street Apt. 616, Pittshaven, MN 09944",Christianside,AR,63959,1,1,4022,1.66,1992,913586,904548,Julie Lloyd,Christensen Ltd
HS100164,2022-10-27,"750 Burns Cliffs, Sharpland, PA 15927",Anthonytown,SC,62724,3,3,3779,0.5,1990,713667,745385,Roger Velasquez DDS,Porter-Newman
HS100165,2021-10-13,"0925 Joseph Trail, Gravesshire, TN 17615",Edwardshaven,UT,11202,2,1,4257,0.82,1991,797567,52159,Christopher Lewis,Barnes-Charles
HS100166,2020-11-05,"07421 Pruitt Crossing, Belltown, RI 87802",Freybury,DE,15796,4,2,1662,1.95,1999,811569,623228,Natasha Foley,Suarez-Lane
HS100167,2021-07-24,"223 Lopez Ridge, Lake Antonioland, SD 63999",Cainside,NM,89881,3,2,3556,0.74,1989,682585,653724,Robert Rodriguez,Carter LLC
HS100168,2022-11-29,"373 Moore Forks, East Jacquelineport, MN 47586",East Maryfort,OK,66144,1,1,2806,0.66,1988,781234,520192,Laura Blake,Thomas-Saunders
HS100169,2020-10-14,"9532 Jennifer Dale Apt. 405, East Brookeport, WY 31020",Michaelland,MA,05330,4,3,4254,1.84,1972,612634,588966,Fred Cooke,"White, Nelson and Hernandez"
HS100170,2020-09-28,"621 Obrien Lock, Lake Carolmouth, WI 41689",Taylorton,IL,08047,1,1,3606,0.31,2001,162138,766435,Ashley Brown,"Jacobs, Moody and Zimmerman"
HS100171,2024-07-06,"258 Ashley Center Suite 559, Port Brian, NJ 02851",Johnsonhaven,SC,23216,1,3,2959,1.54,1996,362916,490420,Emily Johnson,Smith Inc
HS100172,2022-05-25,"87340 Kelly Plains Apt. 265, Robertsonport, MT 05256",Shermanmouth,TN,36137,2,2,3912,1.98,2012,90149,455237,Michael Park,Flores Ltd
HS100173,2022-03-14,"0628 Gonzalez Heights Suite 597, Billybury, RI 21988",Port Michael,IL,74279,4,3,1044,1.81,2018,398844,712132,James Parker,Lopez Group
HS100174,2023-10-02,"418 Karen Camp Suite 977, Kimberlymouth, IL 09793",Kimberlyburgh,MN,95449,4,2,2945,1.34,1992,732886,641451,Hannah Walters,"Jordan, Branch and Boyle"
HS100175,2024-03-11,"866 Dunn Shores, South Yolanda, IL 81666",Lindashire,OH,99592,2,3,1551,0.7,1997,933190,815328,Michael Davis,Smith Ltd
HS100176,2021-03-22,"714 Brianna Mall, North Justin, OH 90176",Martinfurt,NE,65759,3,3,635,0.58,1983,528928,779115,Laura Larson,Reed-Rodriguez
HS100177,2021-03-21,"7843 Sharp Square, Lake Spencer, SD 59567",Castilloborough,MN,33040,1,3,1707,1.66,1989,178447,204536,Emily Austin,Lee-Goodman
HS100178,2023-05-02,"801 Elizabeth Street Suite 327, West Susan, FL 52320",East Michaelstad,GA,79104,5,1,2075,1.77,2010,511693,625425,Jeremy Frazier,"Ryan, Bauer and Smith"
HS100179,2021-03-21,"268 Steven Forge, Thompsonbury, CO 62390",Keithbury,NV,32544,1,1,2398,1.1,1999,55695,473448,Gregory Martin,"Stephens, Parker and Kaiser"
HS100180,2023-01-06,"52850 Walker Square Suite 021, North Daryl, IL 81842",Goldenhaven,LA,90238,1,2,2445,0.56,2016,613457,897929,Renee Hill,Jackson-Carter
HS100181,2022-08-26,"865 Heather Overpass Suite 712, Port Karenberg, AR 75468",Port Christopher,HI,63442,3,2,2008,0.31,2011,884379,551233,Heather Rivera,Bowen-Foster
HS100182,2024-08-16,"4406 Michael Street, Evansview, PA 51347",Rodriguezburgh,SD,66346,1,1,1795,0.27,2007,228296,674773,John Smith,Miller-Ramirez
HS100183,2021-02-01,"243 Stevens Springs Apt. 095, Padillafort, AL 49914",South Heatherside,AK,59752,2,2,1999,1.47,1982,882297,290970,Lisa Simon,"Lopez, Jones and Merritt"
HS100184,2022-07-04,"1108 Bruce Dale, Erikaburgh, GA 70507",North Bryantown,OR,03310,2,1,2308,0.9,1965,730913,679756,Jesse Zuniga,"Elliott, Davis and Goodwin"
HS100185,2023-05-10,"48724 Charles Wells, Foxfurt, OH 36757",Lake Shaneborough,IA,32442,4,3,1985,1.82,1997,416645,50901,Bruce Peterson,Liu Group
HS100186,2022-02-03,"57009 Joanna Forest, South Joannafurt, UT 86725",Davidland,NM,33929,5,2,3206,1.51,1959,372554,137980,Dr. Danny Parsons DVM,Berger-Cole
HS100187,2023-09-19,"62933 Hughes Route Suite 152, Karenborough, FL 75775",Wileyborough,NE,45527,1,2,3538,0.46,1987,415898,419738,Jay Gallegos,Rasmussen PLC
HS100188,2022-05-05,"159 Robinson Park, Mariamouth, SC 96769",Port Kyle,ME,13953,1,1,2788,1.27,1968,403039,526813,Justin Cruz,"Berg, Pearson and White"
HS100189,2021-04-16,"PSC 2076, Box 2507, APO AE 84015",Jarvismouth,AL,21049,3,2,3534,0.93,1985,992320,839313,Jennifer Russell,Mann LLC
HS100190,2023-07-22,"03898 Kristine Cliffs Apt. 565, Jameston, MN 69216",East Deborahstad,OR,28419,2,2,3789,1.2,2008,760386,342007,Jeremy Alexander,Smith-Harmon
HS100191,2025-04-10,"718 Amber Mount Apt. 157, Padillafurt, IL 13053",Kirbymouth,WV,20712,5,3,1900,1.5,2012,362849,816722,James Nunez,Kelly PLC
HS100192,2025-05-28,"48010 Kaitlyn Squares, Bondstad, ND 57163",Port Jameschester,AK,06670,4,2,3373,1.63,1995,242994,448838,Beth Bishop,Neal Group
HS100193,2025-02-01,"4025 Robinson Lodge, Ashleyfurt, RI 23918",Lynnstad,RI,58942,2,3,1843,1.7,1952,427844,565956,Meredith Holt,Bailey Ltd
HS100194,2022-09-12,"53880 Heather Spurs, East Melissafurt, LA 55158",Bernardmouth,DE,72138,4,1,3697,0.58,2014,910346,968882,Jeff Waller,Clark Inc
HS100195,2021-10-18,"323 Dwayne Dale, Kaitlinland, DC 21944",Lake Justin,AK,34913,3,2,1120,0.16,1957,51881,526384,Alexandra Davis,Harper-Johnson
HS100196,2022-04-17,"874 Herring Lights, West Isabella, UT 49039",Port Rachelbury,AL,44584,3,3,2406,1.5,2000,359509,537063,Theresa Walker,"Castro, Cook and Ewing"
HS100197,2023-07-08,"0200 Fisher Pass Suite 132, New Jenniferbury, NC 08038",Port Jennifermouth,IN,89475,1,1,609,0.3,1955,571144,776546,Brad Wilkins,Thompson LLC
HS100198,2023-12-22,"59507 Brown Pass, East Stevenfort, MN 44522",Cassandraberg,NM,26496,5,2,1583,0.7,1988,129211,881633,Matthew Haynes,Price-Roman
HS100199,2024-06-26,"650 Sandra Mill, North Maryshire, NC 38583",Wilsonland,DE,01881,4,1,3025,0.11,2009,206078,301839,Cassandra Cervantes,"Diaz, Gillespie and Stone"
HS100200,2024-02-13,"99726 Rodriguez Summit, Robertside, UT 74173",Amberchester,OK,15837,2,2,2256,1.4,1977,353342,371395,Joshua Gregory,Romero-Barnett
HS100201,2023-11-30,"0603 Lindsey Inlet, North Brookeport, NM 16492",North Cathy,MI,09565,3,1,2260,0.42,2003,990335,646860,Chelsea Brown,Johnson PLC
HS100202,2022-08-27,"8127 Christopher Divide, New April, KY 41474",Samuelview,OH,32713,1,1,3329,1.35,1986,937081,613543,Tasha Jacobs,Brown-Davis
HS100203,2022-11-20,"450 Charles Shore Suite 933, West John, WY 07667",Lake Lauren,NJ,50754,1,3,3231,1.98,1958,983963,637500,Christian Henderson,"Charles, Lane and Smith"
HS100204,2023-10-29,"3394 Hogan Shoals, North Benjamin, MS 29097",Georgeberg,CA,14876,4,1,2799,0.24,2005,475659,886642,Erica Klein,Leonard-Moore
HS100205,2023-12-29,"7052 Howell Squares Apt. 175, New Samuel, ID 77206",West Lindsey,OR,99150,3,2,1319,0.25,2008,277203,437773,Gail Cuevas,Mitchell-Burke
HS100206,2023-05-16,"0534 Jessica Highway, Jessicashire, NM 43383",North Annfort,MS,37410,5,2,1672,0.75,1951,769846,72499,Allison Velez,"Moyer, Diaz and Rodriguez"
HS100207,2025-01-13,"995 Anna Common, Katiehaven, AL 23510",West Susanport,NM,15631,3,3,3825,1.75,2010,711237,676840,Andrew Melton,Hughes-Adams
HS100208,2023-09-11,"86578 Julia Camp, North Zachary, NM 10004",Stuartmouth,WA,49263,4,2,1458,0.51,2007,89553,494844,Susan Jones,"Ortiz, Fisher and West"
HS100209,2025-06-11,"59729 Caleb Fork Suite 286, East Brianfort, NV 61161",Yvonneshire,NM,76225,4,2,1916,0.78,2009,557353,635648,Dr. John Cole,Zavala LLC
HS100210,2024-10-10,"32183 Eric Vista, Galvanfurt, MA 36020",Markfort,NE,84432,3,2,2203,0.23,1989,448138,447819,Brandon Vaughan,"Flores, Williams and Williams"
HS100211,2025-04-11,"3271 Alison Curve Suite 110, East Daniel, LA 23142",Brighttown,AZ,07405,4,1,649,1.55,1985,959210,536525,Christine Benton,"Hatfield, Gentry and Mejia"
HS100212,2025-01-31,"1802 Cook Crossing, North Sandra, MI 91564",Tuckerfurt,SC,01832,3,1,3311,0.88,1986,953450,963898,Joshua White,"Miller, Rodriguez and Thompson"
HS100213,2023-02-16,"PSC 6055, Box 4798, APO AP 48494",Daltonbury,UT,61907,2,2,3178,1.54,1967,710046,921905,Alexis Murphy,Williams-Francis
HS100214,2023-07-26,"384 Lisa Brooks Apt. 158, Deborahmouth, WI 95327",East Feliciafurt,NC,89214,3,3,4283,1.82,2012,82766,193704,Erica Zimmerman,Wagner-Walker
HS100215,2025-05-13,"61060 Jeffrey Terrace, East Sarahtown, FL 38213",Phillipside,AR,27095,3,1,3731,0.54,1971,868438,735967,Peter Lee,"Logan, Lara and Ball"
HS100216,2023-12-09,"49767 Ashley Mission Apt. 202, New Emily, MN 28069",Lake Susanhaven,PA,28620,4,3,3838,1.63,1960,605710,141873,Lisa Long,"Wilson, Holder and Pennington"
HS100217,2021-10-18,"2040 Misty Wall Suite 728, Langhaven, CO 69630",Christopherland,DE,64575,4,2,3873,0.21,2007,953022,115756,Warren Schmidt,Andrews and Sons
HS100218,2021-11-17,"221 Allen Causeway, Port Angelachester, VT 27374",New Toddstad,WI,21175,1,2,3504,1.81,2006,324349,490210,Dawn Martin,Contreras-Smith
HS100219,2020-09-13,"PSC 7509, Box 1310, APO AP 85656",Villanuevashire,AZ,18498,1,1,745,1.34,1953,529806,244454,Jennifer Murray,Thomas Inc
HS100220,2021-06-09,"672 Johnson Extension, Brownfurt, WI 05581",Port Daniellestad,TN,78062,2,2,1514,1.76,1956,204599,368488,Christopher Clark,"Robinson, Lawson and George"
HS100221,2021-09-28,"61948 Omar Fields, Lake Matthew, DC 13442",Tracyview,NE,81051,1,1,4347,0.1,2010,816843,496991,Alexandria Smith,"Carrillo, Wade and Howard"
HS100222,2024-09-04,"9577 Raymond Port Suite 281, New Brittany, MN 05572",New Amanda,NJ,74619,3,2,3640,0.42,2003,461659,450565,Margaret Mills,Garcia PLC
HS100223,2021-09-14,"35087 Carter Forks Apt. 157, Meghanmouth, OH 31401",East Thomasport,CO,31759,4,2,2062,0.84,2017,459740,907586,Desiree Thomas,Hubbard-Rosario
HS100224,2021-08-01,"066 Hart Port Apt. 785, Owensbury, IL 68539",Lake Kelly,SC,87758,1,1,2889,0.82,1950,428621,601752,Benjamin Simmons,Peters PLC
HS100225,2022-03-27,"85666 Calderon Centers Apt. 711, Cynthiaberg, OR 16164",Lake Williamborough,VA,68366,1,1,1180,0.53,2004,78202,485840,Dr. Nancy Wood,Johnson Ltd
HS100226,2021-10-07,"837 Martin Fields, Kennethland, KY 07609",West Paul,ND,35992,2,1,3334,0.83,1952,489358,171897,Angel Wright,Bridges Group
HS100227,2021-04-27,"584 Chavez Village, Alexisville, ME 65290",Reyeschester,NV,95906,2,2,2184,0.34,1987,898124,570082,Donna Obrien,Jones-Evans
HS100228,2024-01-04,"168 Martinez Cove Suite 199, Alvinview, CT 78364",New Amandastad,CA,53428,3,2,1082,0.88,1950,787744,349488,Marcus Hernandez,Hill-Bush
HS100229,2021-08-21,"4138 Davenport Parkway Apt. 595, New Williammouth, WA 53826",North Susan,ME,79837,4,3,3779,1.62,1987,70855,133791,Ashley Kim,Lynch-Woodard
HS100230,2022-03-12,"3883 Mackenzie Land Apt. 077, East Tracyberg, OK 01667",South Kristinshire,IA,95381,2,1,1849,1.01,1978,526963,729659,Samantha Gilbert,Hicks-Bean
HS100231,2022-02-25,"PSC 0655, Box 7326, APO AE 46297",North Zacharyfort,RI,01945,1,2,1272,0.13,1954,765732,753335,Misty Nelson,Dean Inc
HS100232,2022-10-18,"888 Morales Crossroad Apt. 319, West Sarahland, AR 35605",Kyleburgh,AR,59793,4,2,1230,0.9,1970,861527,182534,Brian Chang,Erickson-Glover
HS100233,2023-08-31,"85858 Petty Road Suite 622, New Patricia, IA 00973",Perrymouth,FL,28295,4,1,3308,0.15,2020,361385,956641,Michael Johnson,Santiago Ltd
HS100234,2022-02-19,"490 Miller Mountain Apt. 150, Port Michael, MA 03839",Smithbury,DC,68976,1,3,1261,1.94,2016,677407,131441,Steven Carter,Franklin-Ball
HS100235,2022-06-25,"66371 Bailey Brooks Suite 494, South Linda, HI 62159",Bennettberg,HI,75373,2,1,4103,0.34,1996,626291,926888,Christine Casey,"Winters, Mcdaniel and Holden"
HS100236,2021-06-04,"60701 Paul Junctions, Port Nicolefurt, OR 84158",Debrabury,VA,78456,1,3,3452,1.44,1984,511595,918220,Amanda Harding,Johnson Group
HS100237,2023-12-09,"10754 Green Motorway, Williamside, IN 51934",South Marie,PA,03097,4,2,4326,1.95,2017,144837,287612,Elizabeth Dorsey,Benson-Harrison
HS100238,2022-12-03,"PSC 7097, Box 5460, APO AP 82437",New Corey,CA,89410,5,3,3066,1.67,2018,273068,483797,Marie Rowe DDS,"Davis, Jones and Lee"
HS100239,2020-08-28,"6235 Martinez Shoal, Ericburgh, NE 93258",Hannahland,OK,64191,5,2,1587,1.43,1950,406427,281444,Jacob Middleton,"Ho, Lewis and Moses"
HS100240,2022-09-08,"38876 Ellen Field Apt. 354, West Scottfurt, MN 01012",Williamtown,SD,45815,3,1,4126,1.69,2017,983476,850607,Henry Evans Jr.,Dillon PLC
HS100241,2024-01-08,"8403 Payne Mountain Suite 631, New Michaelberg, WY 82045",Acostastad,AL,65598,1,1,3831,1.97,1961,173805,187263,Shawn Burgess,Johnson-Jimenez
HS100242,2021-10-27,"603 Smith Forks, East Julia, MO 87953",East Aaronhaven,AZ,48570,1,1,2146,1.28,2009,930278,395578,Edward Ayala,Madden LLC
HS100243,2021-06-28,"3185 Sarah Crossing Suite 810, Banksmouth, ND 40017",South Theresafurt,ND,77531,3,3,1249,1.16,1976,859359,658806,Willie Martin,Jackson-Burgess
HS100244,2025-04-16,"3392 Bryan Shoal, New Mirandastad, NJ 99490",West Rachel,KY,68466,3,2,1568,1.29,2005,957021,785518,Donald Barron,"Macdonald, Barrett and Wilkerson"
HS100245,2022-10-31,"6624 George Hill Suite 755, Port Amy, AZ 26371",West Peter,LA,34949,3,1,3237,1.11,1972,165657,902969,James Burns,Hammond Group
HS100246,2021-08-27,"67615 Schmidt Street, Jacobborough, CA 09675",West Amy,UT,77014,4,1,1700,1.31,1974,903062,952153,Jordan Colon,Brown Group
HS100247,2021-05-14,"2156 Lisa Trail, South Fernandoland, KS 60399",Mcdowellview,MA,69234,1,2,3156,0.95,1970,154428,97645,Kathleen Lee,Thompson-Fields
HS100248,2021-03-27,"5078 Michael Keys, South Joshuafort, IN 33720",East Staceyland,GA,68744,4,1,1040,0.52,2010,172035,289608,Sean Green,Mendoza Ltd
HS100249,2021-11-05,"6713 Lane Pass Suite 329, East Paul, NH 09202",Leeshire,SD,49170,3,2,3925,0.33,2012,495563,597571,Matthew Stevenson,Huffman-Jimenez
HS100250,2024-12-19,"395 Cordova Trafficway Apt. 554, Port Craigfurt, NJ 12814",Powellstad,DE,52901,1,2,1520,0.23,2001,280780,566369,Tara Randolph,Thompson-Pierce
HS100251,2020-11-27,"16448 Gordon Ranch Suite 422, Port Paulberg, SD 73591",Lake Bryanborough,AR,26866,4,2,1369,0.6,1974,962676,399115,Joshua Gomez,"Wallace, Garner and Davis"
HS100252,2025-02-01,"6114 Cheryl Plain, Williamsstad, VT 31406",Grantchester,MO,11939,4,2,1943,0.19,2004,791570,929191,David Cardenas,Brown LLC
HS100253,2022-04-26,"9312 Abigail Lights, Lawrenceburgh, MN 58943",North Raymond,TX,58920,3,2,2426,1.18,1995,119518,764483,John Collier,Rodriguez Group
HS100254,2024-10-20,"34449 Carter Loaf, Baileymouth, CT 21152",Mcbridechester,WA,26732,1,3,862,0.64,1981,226355,152780,Diana Miller,"Robertson, Ballard and Thompson"
HS100255,2022-06-09,"833 Andrew Wall, North Kiarabury, IA 90282",Hermanview,CO,90840,3,1,4268,1.67,2004,917758,473240,Gerald Cannon,Hudson PLC
HS100256,2023-03-30,"73781 Cruz Ports, Josephburgh, NC 70528",Jamesstad,RI,12595,1,3,4329,0.24,1954,717565,492846,Ashley White,"Wallace, Aguilar and Campbell"
HS100257,2023-03-06,"91058 Holly Villages, South Phillipberg, NJ 65315",Marshallburgh,IL,18818,5,1,2177,0.53,1985,170243,867166,Tiffany Rice,"Estrada, Frye and Ross"
HS100258,2023-05-11,"83875 Ward Estates Suite 878, North Michelestad, NM 74757",Mikaylastad,AL,80889,2,3,4045,1.49,1998,849180,50515,Barbara Salas,Lopez-Montes
HS100259,2023-07-07,"1791 Charles Estates, Thomasshire, CT 80019",New Denisestad,MO,01780,2,2,3284,1.24,2007,988601,947214,Caitlin Walker,Castillo Ltd
HS100260,2023-03-24,"8083 Jennifer Keys, South Veronicafurt, SC 89361",Cynthiaburgh,WI,28606,2,1,3838,0.22,1988,446308,903159,Joseph Brown,"Allen, Graham and Kidd"
HS100261,2025-01-13,"USCGC Stephens, FPO AE 97309",West Steve,TN,15564,3,1,4424,1.77,2010,103311,803160,Stephanie White,Bowman-Gonzalez
HS100262,2022-02-08,"55827 Peters Station Apt. 902, Port Chelsea, DC 28754",Medinastad,VT,50560,5,3,3106,1.77,1958,72692,945596,Carl Pierce,Robinson-Sutton
HS100263,2021-11-29,"65985 Raymond Station, South Zacharymouth, DE 08818",Gwendolynfurt,AL,09358,1,3,1598,0.73,1955,699242,358360,Lisa Cantrell,Lee PLC
HS100264,2021-05-06,"716 Edwards Isle Suite 082, North Alisonshire, WY 76446",Paigehaven,AL,24349,4,1,3951,0.75,1984,729222,383977,Janet Cox,"Kim, Mcdowell and Davis"
HS100265,2023-11-26,"4529 Amanda Wells Apt. 177, Bernardberg, IL 74980",Warrenfurt,TX,62442,1,3,1299,1.98,1988,442179,633043,Jill Davis,Armstrong-Brown
HS100266,2025-02-06,"7743 White Springs Apt. 229, Trevorborough, KS 60624",South Dwayneburgh,MA,30524,4,3,2949,1.29,1971,271468,602144,Caitlin Smith,Mosley PLC
HS100267,2024-10-15,"32562 Lucero Extensions, East Nicholasview, WV 61341",Hilltown,MT,39198,1,3,4202,1.11,1990,391651,558175,April Carlson,Short-Johnson
HS100268,2022-01-19,"317 Robert Street Suite 034, Port Austin, AL 34221",Melissaberg,FL,07408,5,2,2203,1.69,1954,130152,123870,Joshua Garcia,Richmond LLC
HS100269,2020-10-25,"19611 Morales Walk, Hannahview, TN 30294",Lake Phillip,CA,21740,4,2,1841,0.64,1991,513685,991666,Kelly Simmons,"Knight, Rodriguez and Thomas"
HS100270,2025-02-03,"471 Warren Trafficway, West Christopher, OR 16827",Port Michelle,FL,60560,3,3,1725,0.92,2016,579214,187080,Marco Lester,Robinson Inc
HS100271,2021-09-09,"96944 Nicole Landing Suite 689, East Kylechester, AL 87767",Frankside,NY,98093,1,3,3201,0.61,1979,53969,844419,Amanda Lopez,Kelley-King
HS100272,2023-06-23,"3526 Jennifer Oval, New Dakotabury, CT 34787",Barbarafort,CO,94204,1,2,2935,1.6,2006,85733,146502,Billy Stout,Kennedy-Smith
HS100273,2023-07-18,"611 David Wall Apt. 648, East Jerrystad, OK 46019",Port Justin,NM,05970,4,2,1790,1.19,1978,381999,970836,Arthur Petty,Phillips-Gutierrez
HS100274,2025-04-10,"290 Courtney Knoll, Sheilaview, PA 95058",South Jenna,ID,84772,3,1,3268,1.35,1986,91743,640611,Steven Bernard,Garcia-Williams
HS100275,2023-05-16,"1824 Jason Mountain Apt. 916, North Daniel, WY 97889",New Chadshire,MT,96462,3,1,1605,0.58,1962,704481,482206,Cheryl Levy,Hampton-Peterson
HS100276,2022-04-05,"719 Holmes Burgs, West Lisa, ND 46453",Franklinborough,WY,80803,5,2,635,0.52,1981,220948,846305,Richard Schroeder,Massey Inc
HS100277,2022-08-03,"1714 Hicks Lakes, Glassfurt, MI 02548",Christopherchester,KY,51168,3,3,1343,1.03,1995,943877,787902,Mary Barton,Green-Jacobson
HS100278,2022-06-14,"USNV Mills, FPO AP 70016",Timothyland,NJ,38808,3,3,2364,1.5,1972,70323,528977,Edward Steele,Jones and Sons
HS100279,2022-05-15,"770 Coleman Extensions, North Alexiston, TX 08273",Lake Michael,NM,14503,3,3,952,1.1,1994,573293,741804,Jose Green,Ward Ltd
HS100280,2024-06-07,"19728 Natasha Shoals, Tranmouth, MS 79800",West Philipstad,WY,82905,2,3,4347,0.16,1966,328572,478556,Brittany Torres,"Boone, Giles and Adams"
HS100281,2023-11-29,"87503 Scott Lane Apt. 172, Rodriguezhaven, TX 24179",East Jared,DE,26303,5,1,2522,1.75,2015,608866,679507,Morgan Church,"Benitez, Poole and Jones"
HS100282,2023-10-12,"431 Washington Tunnel Apt. 443, Mcgeeview, MD 68902",North Joseshire,WV,08590,1,2,672,0.22,1955,660774,579321,Devin Harding,Douglas-Harper
HS100283,2025-06-28,"63655 Stewart Ranch Apt. 452, North Michele, NJ 01746",North Logan,VT,73008,4,3,3295,1.92,1967,551793,385468,Tim Lee,Gibson-Jackson
HS100284,2024-07-27,"99476 Moore Springs, North Michelleberg, MT 66232",Gibsonchester,KS,56658,1,1,1976,0.15,1971,376284,852121,Clinton Long,Lopez PLC
HS100285,2022-02-03,"34546 Anthony Freeway, Barryfurt, TN 96092",New Jamesburgh,KS,29547,5,3,2514,1.42,1982,831738,684044,Amanda Holmes,Hanson PLC
HS100286,2023-04-05,"23806 Jennifer Corners Suite 507, Lake Kristen, SC 32954",South Kimberly,ID,95702,4,2,1693,0.26,1979,681613,530350,Maria Martinez,Boyle and Sons
HS100287,2023-11-24,"1023 Blankenship Village, North Christinemouth, FL 75086",Andrefurt,DE,09416,5,1,3072,1.83,1981,920261,546232,Glen Mathews,Russo Group
HS100288,2024-03-26,"449 Wendy Cape Apt. 796, Lauriefurt, MN 07024",South Stephanie,ME,60134,3,2,3646,0.98,1991,318508,538455,Melanie Crawford,"West, Burgess and King"
HS100289,2021-08-30,"781 Davis River, Johnshire, DE 73220",Michaelville,MT,87751,4,2,1307,0.36,1959,441011,312210,Mathew Ortiz,Martinez-Gray
HS100290,2024-04-26,"9485 Michael Row, South Julia, MD 79735",South Michael,MS,85131,3,1,2404,0.75,1985,478565,688447,Todd Oneill,Robinson-Williams
HS100291,2021-09-19,"0409 Omar Streets Suite 062, Edwardschester, MT 96009",New Danielberg,NY,61660,1,1,3208,0.41,1983,706051,750606,Derek Marshall,"Miller, Reed and Jones"
HS100292,2021-04-06,"888 John Shores, Penatown, SC 17280",Jeffreyhaven,AR,67161,1,1,3475,0.42,1977,832259,581821,Jacqueline Poole,"Ruiz, Parsons and Owen"
HS100293,2024-12-04,"38165 Abigail Extensions, West Lorettaside, ME 02423",Turnerstad,OK,89876,4,1,4313,1.9,1960,669886,775512,Nicholas English,Johnson-Jones
HS100294,2020-10-27,"050 Debra Forge, South Kyleville, KS 23353",West Jasmine,NV,65135,4,1,1555,0.95,1988,771827,816941,Derek Reynolds,Ellis LLC
HS100295,2021-09-27,"697 Richard Track Suite 666, Parkerfort, TN 73135",South Sarah,MT,50361,5,1,3164,1.6,1996,226968,427972,Mark Mitchell,Maynard-Wright
HS100296,2022-01-16,"2253 Madison Turnpike, Lopezberg, OH 31779",East Johnville,CA,85541,5,1,3075,1.32,1968,107062,896090,Maria Osborne,"Turner, Smith and Bennett"
HS100297,2021-05-22,"3691 Manuel Vista, Port Connormouth, WI 67502",Palmerfort,TX,68267,3,3,4210,1.39,1964,278338,874930,Todd Hall,Anderson LLC
HS100298,2022-11-03,"620 Nathan Brooks, South Jody, MA 52214",New Michelleview,WV,18671,4,2,759,0.35,1977,785122,683316,Marie Logan,"Willis, Patel and Smith"
HS100299,2021-06-24,"3153 Kara Alley, South Gailfurt, FL 38201",New Cameron,NV,63771,1,1,2796,0.54,1973,719221,848204,Wesley Long,"Moore, Pierce and Frost"
HS100300,2022-08-02,"92726 Heather Island, Newtonhaven, GA 85418",Gregorymouth,MI,84248,5,3,3423,1.59,2021,277909,925817,Jennifer Evans,"Brown, Espinoza and Hardin"
HS100301,2021-05-08,"439 Tyler Parks Apt. 431, North Stacie, TN 24443",South Chad,NM,84976,5,3,3901,1.94,1958,556995,300231,Brent Webb,Serrano-Harris
HS100302,2022-05-23,"972 Mcdonald Lights Apt. 327, West Lindsay, MD 46789",Garychester,ND,91888,1,3,2335,0.6,1996,138302,62940,Janet Myers,Norman-Daniels
HS100303,2025-01-22,"96356 Stevens Islands, Tracyton, DE 54874",New Anthony,MS,39420,5,2,2185,0.62,1982,638216,430171,Peter Vaughan,"Davis, Curtis and Mccoy"
